name	rawTweet
Variety	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
Multiverse_News	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’: Ukraine’s Jamala... https://t.co/an5JGCCQ7N /via @Variety
ActorsRedCarpet	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’: Ukraine’s Ja... https://t.co/TWQg4EyhgK #actorslife #news
filmcrewnews	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/9Gdr2CJ9Mg #filmnews
screeningseries	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/iYDbOromNZ #filmnews
moviescreeners	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/RH0Ixac9ip #filmnews
filmjobresource	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/JR1TuRAxzQ #filmnews
findfilmwork	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/sZiP9vwr05 #filmnews
Zencat78	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/atZ7dsML4Z
pleroma_sunyata	RT @Sacha1120: Ukrainian candidate to Eurovision Jamala is here with Mustafa Djemilev who survived Tatar deportation of 1944 https://t.co/s…
ROCU_2016	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’: Ukraine’s… https://t.co/LwLZjMBlrC
WarriorPromo	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/oWWkOjrRCk https://t.co/YHA0pPpJXd
mitchellbs	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/yta9IUSvFw
TheDJWire	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Qj4iBinFzN https://t.co/kf8CjS3Y9w
dot_video	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/eRGuOgbztr
TopFMStations	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/BjIBpDvA0G https://t.co/Spv5YiggJ6
KWWKRADIO	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/B9etSIXkFg https://t.co/i5K38OB4iQ
WarriorDJs	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/xZN05DLccu https://t.co/Mzrh1mA27K
GiGiCaponePR	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/YhqFejzCaA https://t.co/cx7mrxwWqf
Mila_infos	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
a_luchkina	Ukraine won on this #Eurovision2016 . I'm so glad. Jamala a great singer. Waiting us in Ukraine in 2017)))👑🔝
julianassangewl	@bbceurovision @jamala Many reasons why song won: it had substance, meaning, social relevance, not typical of EV songs, and it was the best!
Sacha1120	Must read: three messages of Jamala's Eurovision victory (in french) https://t.co/RctASf86u2 via @libe
maggieehorton	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
moviesweluv	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
baurmaley	"RT @jamala: Number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala https://t.co/VmPbRuWmbw"
M_Sighil	@nytimes @Eurovision Trust Eurovision will vet entries in the future &amp; ask for a rewrite of politically charged songs. @jamala
UCWNews	#UCWRadio  Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/qupspd8Vg8 #TV #News
AmirDjgrrsd	@SnmKobalResmi Eurovision Song contest 2016 year team :ukraine mvp :jamala ( ukraine )
newslarts	"RT Variety ""Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/hwtBs31gLS"""
WeAreJournal	Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/LoX9aZWCWZ
DevoeOksana	RT @UANews4ENMedia: #JAMALA wins #Eurovision 2016! #Ukraine's #Crimea #Tatar @JAMALA &amp; that winning moment ... https://t.co/wF4bhdWPPm http…
TDougNews	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/sTJspGoK4J www.tdou… https://t.co/CxmaFCqw7d
JesseNune	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
ShadowLinesDoc	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/GrSUheJ1Vm #music #news
Actor2Filmmaker	RT @ActorsRedCarpet: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’: Ukraine’s Ja... https://t.co/TWQg4EyhgK…
dogactsforever	"@Seinfeld2000 Do the bit in Soup Nazi when Newman pronounces ""Jambalaya!"" but make it ""Jamala"" like the Ukrainian Eurovision winner."
LunchRoom54	RT @StockTalkTV: CNBC Europe: Ukraine's Jamala wins 2016 Eurovision song contest https://t.co/7iJZWSaUgw
cleonajah	RT @Wikipedia: Learn more about @jamala who won the #Eurovision Song Contest 2016 representing #Ukraine. https://t.co/Pz9nq8Yc1f
gaidi1111953	"https://t.co/I39Vt8DWn9
Jamala from Ukraine winner of Eurovision singing about Bolchevik annexing the freedom of Ukraine"
BigFmDeva	Castigatoarea Eurovision 2016 e din Ukraina. Jamala - 1944 Enjoy BIG FM https://t.co/9JEthlq976
oliv917	RT @DanielleRyanJ: Jamala confirms #Eurovision song is about 2014 as well as 1944. Should be disqualified and Australia deemed winner. http…
SpainRussiaBA	"Ukraine beats Russia in Eurovision with politically charged tribute: Jamala's ""1944"" about the brutal deporta... https://t.co/tSRfwTHFXR"
rashidaldosari	RT @nytimes: A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t…
OneFortyReviews	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/2EDcj8chfP
mixedolnews	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
andriy1611	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
HollywoodSBlog	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/hid73q8aZs #Hollywood #news
TomaszKusz	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
USembMoldova	@AmbassadorPower @AP_Images Big Victory for Ukraine, congratulations #Jamala
Peter_Austin_18	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
fan_burnnotice	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
Eef_esc	Ukraine Jamala with 1944 winner of esc2016!! https://t.co/ExATEprVbZ https://t.co/8xce1RUCsw
Djama58338108	RT @EW: ICYMI: Ukraine's Jamala wins annual #Eurovision Song Contest: https://t.co/zRS3FTPKVL https://t.co/kLnPvGxydV
ScottJones222	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
jAramMartinez	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’: https://t.co/rAhW1miBO1
nodzumi	"""LIVE - Jamala - 1944 (Ukraine) at the Grand Final of the 2016 Eurovision Song Contest"" https://t.co/maX0MA5NVk #np"
aysunkarlii	RT @nytimes: A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t…
miller2275	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
packologe	RT @VeraVanHorne: Will @jamala tell that current regime in Kiev prohibited use of her native language as soon as they came to power? https:…
Djama58338108	"RT @wiwibloggs: #Eurovision winner @jamala: ""I was sure that if I sing the truth I could touch people"" https://t.co/L6jRbLmQvy"
jmacleoid	RT @RyskeldiSatke: Images related to Crimea this week: singer Jamala winning Eurovision vs Russian SWAT raiding Tatar villages https://t.co…
jaspoli4	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
jaspoli4	RT @Eurovision: EXCLUSIVE: Jamala's dress to be featured in @ABBATheMuseum Eurovision exhibition #proud https://t.co/YZRVBF9Cuv
frkkymkc	RT @DailySabah: Crimean Tatar Eurovision winner Jamala to get Ukrainian honor https://t.co/DW8eXhgTE8 https://t.co/xLvO4SMS5T
TheLostDM	I liked a @YouTube video https://t.co/tEKtt3GWkP LIVE - Jamala - 1944 (Ukraine) at the Grand Final of the 2016 Eurovision Song Contest
datacrown	"Ukrainian singer Jamala's melancholic tune about Soviet dictator Josef Stalin's 1944 deportation of the Crimean T...
https://t.co/6DkfgwUS5p"
Lovely_Wut_Yi	"RT @NickyByrne: Well done to Ukraine and @jamala 
@Eurovision 2016 champ."
AlaskanewsNews	Ukraine's Jamala wins 2016 Eurovision Song Contest: submitted by /u/Nehorai857 [link]… https://t.co/fbAyTmctt2 https://t.co/VUEeHPdbmq
MarcLoesewitz	RT @rowbar: #Eurovision 2016 Final: 64,889 Tweets per minute when @Jamala won, over 7 million tweets total. #ESC2016 https://t.co/GYaWUvPOgl
cmsall	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
Monikmonica11	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
Scoobydoo007	#Ukraine's #Jamala Wins #Eurovision, As #Russians Cry Foul https://t.co/kSMiXUUDgN via @RFERL #EndOccupationCrimea #Tartars #Kyiv #EU
Kenrw80	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
LetsRoc137	"RT @KenRoth: Jamala's victorious ""1944"" on plight of Crimean Tatars resonated since it's also about 2014. https://t.co/gvLUYrZeSz https://t…"
ACEsasa	Congratulations to Jamala for winning the 61st Eurovision Song Contest.#KillMePlez Russia should have won.
Payidar1	Eurovision 2016: Ukraine's Jamala wins with politically charged 1944 https://t.co/LwWLBdzjoq
IAmHugoMatz	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/DPQ7gRSqSS #Showbiz
JangHange	RT @DanielleRyanJ: Jamala confirms #Eurovision song is about 2014 as well as 1944. Should be disqualified and Australia deemed winner. http…
ArtursSpikis	RT @TelegraphNews: Eurovision 2016: Furious Russia demands boycott of Ukraine over Jamala's 'anti-Kremlin' song https://t.co/w9UjpATrjD htt…
bartvandenh	"RT @DarthPutinKGB: Going to offer my congrats in person to #Jamala and ""Ukraine"" for winning #Eurovision https://t.co/u91iZLZEua"
JakoVarrd	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
UKRinAUT	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
ihotmusiccharts	1944 by Jamala is number 1 in Laos #iTunes top 100 songs https://t.co/3smyaw9wAR
yevhenfedchenko	RT @UmlandAndreas: Why Russian chauvinists hate Crimean Tatars: Test of Jamala https://t.co/VPm42JJLbd
vab371	RT @Variety: Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/Cp6YIML00f
marizar_ud	RT @Inthepeninsula: .@Jamala sings about 1944 at #Eurovision, when in 2016 10,000+ have been murdered by #Kiev #Ukraine's bombardments whic…
marizar_ud	"RT @JohnDelacour: .@Inthepeninsula
What @jamala is singing about is USSR’s removal from #Crimea of her grandparents’ generation, ardent wor…"
ZestyMusic	Ukraine’s Jamala Wins #EurovisionSongContest with Politically Charged ‘#1944’ https://t.co/k0Kq7GDhsn #music https://t.co/ooI0D0aRIX
Courtne20477108	RT @StockTalkTV: CNBC Europe: Ukraine's Jamala wins 2016 Eurovision song contest https://t.co/7iJZWSaUgw
UKRinLBN	RT @EuromaidanPress: Thank you, Jamala #Ukraine https://t.co/uTZCooqe21 https://t.co/v7XINNRGJI
amohamm79231642	"RT @jamala: Number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala https://t.co/VmPbRuWmbw"
MLFany	RT @nytimes: A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t…
SilverySosa	"@Betweet_UandME what do U think about Jamala? Now, his name is written with golden letters in the history of #Eurovision 
Like your name ♡♡♡"
mdolmos	Ukraine’s Jamala Wins Eurovision Song Contest with Politically Charged ‘1944’ https://t.co/vRov3JTJTu
AnjaKov	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
ana_kanda	RT @billboard: Eurovision 2016: Ukraine wins with Jamala's '1944' https://t.co/if2Ukhkv5m
KrKenney	RT @nytimes: A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t…
Nikola_Prevod	"Ukrainian nationalist Ihor Tokovenko claims Jamala's #Eurovision victory shows ""Ukraine is not for the Ukrainians"" 
https://t.co/lZmn8Ntyyh"
PpaaddPpaadddd	RT @nytimes: A politically charged ballad by the Ukrainian singer Jamala won the @Eurovision Song Contest https://t.co/WMvL43vlS3 https://t…
strazhnyk	@easyJet Thanks, and @jamala in fact won! So Ukraine will host the event next year. Would be nice to have easyjet in Ukraine!
escfroot	RT @eurovision_USA: Jamala is everywhere. #Eurovision https://t.co/lbolgQtTrg
UKRinLBN	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
JustInUkr	RT @UmlandAndreas: Why Russian chauvinists hate Crimean Tatars: Test of Jamala https://t.co/VPm42JJLbd
amohamm79231642	"RT @jamala: The Grand Final of Eurovision 2016 is on Saturday!
Vote for Jamala!
Vote for Ukraine!
#21 in the Final

https://t.co/1lxdtnDn8s…"
ihotmusiccharts	1944 by Jamala is number 2 in Moldova #iTunes top 100 songs https://t.co/ofgysBUT75
naberezhna	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
ozden_boru	"Jamala - ""1944"" | Winning Song | Eurovision Song Contest | NDR https://t.co/ATFudJrA8L"
IStasANtipov	RT @synchronicityOM: @IStasANtipov @jamala I am happy!!! my 12 points are magical !!! congratulations!!! a very beautiful message !!!😍😍😍😍
UKRinHUN	RT @petras_petras: Eurovision Champion Ukraine's #Jamala brings #Crimean Tatars situation into world's attention. Crimea it's Ukraine! Stop…
UKRinHUN	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
IStasANtipov	RT @synchronicityOM: @IStasANtipov @jamala I am excited about the results, I want that she to be the winner !! c'mon  Ukraine! 💖💖💖👏👏👏💪
DOwen5	RT @StockTalkTV: CNBC Europe: Ukraine's Jamala wins 2016 Eurovision song contest https://t.co/7iJZWSaUgw
naomijanewrites	@GDyer countries have been disqualified for a lot less. Jamala claimed it was a song for her great grandmother so personal than political...
LUGANSK_TODAY	My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP
KopatkoL	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP
SilverySosa	@Betweet_UandME amazing! JAMALA IS THE BEST!!
lili61n	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
brunetka_lux	@Bucksfizzboy @Eurovision @jamala so if Jewish person would sing about holocaust??  What would it be considered then?
_xgrehgx_	RT @musicnews_shade: Congratulations to Ukraine on winning #Eurovision 2016! @JAMALA wrote and composed her song '1944' by herself. 👏🏻https…
gullivercragg	RT @LUGANSK_TODAY: My friends from #Luhansk meeting #Jamala at the airport in #Kiev! https://t.co/tatOURMldP
FawzyHa	Jamala tells Kyiv homecoming reception Eurovision win shows there is 'justice' https://t.co/20d37ZeB5L #Kabari
cluedj	Ukraine’s #Jamala Wins #Eurovision Song Contest with Politically Charged ‘1944’: Ukraine’s… https://t.co/g2xJZrRQEa
